Epoch Number, Total Squared Error, 
0, 4.522602, 
1, 4.388864, 
2, 4.294426, 
3, 4.234129, 
4, 4.201024, 
5, 4.210233, 
6, 4.221910, 
7, 4.204084, 
8, 4.151995, 
9, 4.045202, 
10, 3.845147, 
11, 3.507411, 
12, 2.988190, 
13, 2.288654, 
14, 1.541687, 
15, 0.957472, 
16, 0.576613, 
17, 0.343629, 
18, 0.211686, 
19, 0.140713, 
20, 0.101847, 
21, 0.079271, 
22, 0.065241, 
23, 0.055964, 
24, 0.049490, 
